1684022400000,4290.39
1684022700000,4315.19
1684023000000,4325.28
1684023300000,4347.45
1684023600000,4262.33
1684023900000,4390.85
1684024200000,4324.14
1684024500000,4292.32
1684024800000,4190.63
1684025100000,4177.32
1684025400000,4338.65
1684025700000,4264.04
1684026000000,4202.95
1684026300000,4183.75
1684026600000,4161.26
1684026900000,4244.05
1684027200000,4230.63
1684027500000,4244.66
1684027800000,4225.99
1684028100000,4217.01
1684028400000,4116.15
1684028700000,4198.61
1684029000000,4237.48
1684029300000,4175.48
1684029600000,4241.85
1684029900000,4163.70
1684030200000,4167.28
1684030500000,4122.20
1684030800000,4137.75
1684031100000,4166.10
1684031400000,4121.06
1684031700000,4055.12
1684032000000,4094.01
1684032300000,4142.36
1684032600000,4235.91
1684032900000,4207.71
1684033200000,4235.57
1684033500000,4310.90
1684033800000,4273.02
1684034100000,4291.85
1684034400000,4282.40
1684034700000,4216.56
1684035000000,4114.02
1684035300000,4117.72
1684035600000,4132.47
1684035900000,4202.50
1684036200000,4173.18
1684036500000,4158.06
1684036800000,4243.90
1684037100000,4151.35
1684037400000,4217.52
1684037700000,4205.21
1684038000000,4237.67
1684038300000,4145.42
1684038600000,4133.93
1684038900000,4124.15
1684039200000,4095.23
1684039500000,4193.48
1684039800000,4190.40
1684040100000,4361.65
1684040400000,4310.93
1684040700000,4169.89
1684041000000,4122.70
1684041300000,4234.35
1684041600000,4169.46
1684041900000,4159.48
1684042200000,4098.59
1684042500000,4148.20
1684042800000,4228.38
1684043100000,4301.64
1684043400000,4358.93
1684043700000,4399.56
1684044300000,4256.76
1684044600000,4288.66
1684044900000,4150.36
1684045200000,4118.99
1684045500000,4232.86
1684045800000,4184.05
1684046100000,4190.12
1684046400000,4254.00
1684046700000,4345.27
1684047000000,4345.64
1684047300000,4359.67
1684047600000,4255.71
1684047900000,4281.13
1684048200000,4127.88
1684048500000,4154.04
1684048800000,4170.45
1684049100000,4150.57
1684049400000,4118.62
1684049700000,4117.89
1684050000000,4281.41
1684050300000,4230.28
1684050600000,4257.68
1684050900000,4309.68
1684051200000,4330.58
1684051500000,4156.36
1684051800000,4128.06
1684052100000,4163.92
1684052400000,4137.84
1684052700000,4171.71
1684053000000,4194.48
1684053300000,4148.08
1684053600000,4315.81
1684053900000,4351.40
1684054200000,4277.37
1684054500000,4346.91
1684054800000,4279.58
1684055100000,4180.02
1684055400000,4210.83
1684055700000,4257.99
1684056000000,4171.20
1684056300000,4178.64
1684056600000,4275.79
1684056900000,4230.52
1684057200000,4170.78
1684057500000,4342.13
1684057800000,4264.90
1684058100000,4238.30
1684058400000,4039.05
1684058700000,3333.54
1684059000000,3122.72
1684059300000,2734.67
1684059600000,2406.71
1684059900000,2423.04
1684060200000,2009.45
1684060500000,1592.06
1684060800000,1543.96
1684061400000,-117.78
1684061700000,-276.23
1684062000000,-723.11
1684062300000,-903.01
1684062600000,-1822.23
1684062900000,-1465.97
1684063200000,-2914.95
1684063500000,-3088.80
1684063800000,-3787.52
1684064100000,-5097.95
1684064400000,-6942.90
1684064700000,-7451.62
1684065000000,-5605.10
1684065300000,-5963.15
1684065600000,-11025.38
1684065900000,-11246.50
1684066200000,-14110.21
1684066500000,-11434.78
1684066800000,-15033.62
1684067100000,-16826.07
1684067400000,-15552.99
1684067700000,-13790.62
1684068000000,-33335.65
1684068300000,-36890.39
1684068600000,-35020.21
1684068900000,-36099.77
1684069200000,-37259.43
1684069500000,-37214.64
1684069800000,-38135.27
1684070100000,-38980.65
1684070400000,-38532.25
1684070700000,-39725.38
1684071000000,-41013.67
1684071300000,-41590.72
1684071600000,-41502.06
1684071900000,-41633.71
1684072200000,-43341.64
1684072500000,-43272.39
1684072800000,-44798.91
1684073100000,-44432.67
1684073400000,-44817.89
1684073700000,-44525.38
1684074000000,-46485.98
1684074300000,-46210.25
1684074600000,-45635.32
1684074900000,-46426.53
1684075200000,-46753.62
1684075500000,-46598.18
1684075800000,-47064.21
1684076100000,-46628.20
1684076400000,-46981.09
1684076700000,-46991.87
1684077000000,-47467.09
1684077300000,-47132.17
1684077600000,-47271.33
1684077900000,-46777.66
1684078200000,-47418.79
1684078500000,-47023.72
1684078800000,-46557.89
1684079100000,-46171.66
1684079400000,-45887.18
1684079700000,-45580.00
1684080000000,-45252.70
1684080300000,-44761.69
1684080600000,-44604.43
1684080900000,-43382.47
1684081200000,-43262.62
1684081500000,-42808.87
1684081800000,-42281.28
1684082100000,-42063.45
1684082400000,-41381.46
1684082700000,-41021.41
1684083000000,-40072.70
1684083300000,-39651.39
1684083600000,-39123.39
1684083900000,-38012.59
1684084200000,-36933.96
1684084500000,-36322.81
1684084800000,-35559.21
1684085100000,-34649.70
1684085400000,-33621.52
1684085700000,-32881.73
1684086000000,-31687.54
1684086300000,-30367.79
1684086600000,-29515.52
1684086900000,-28966.98
1684087200000,-27889.56
1684087500000,-26579.41
1684087800000,-25505.60
1684088100000,-24197.47
1684088400000,-22989.00
1684088700000,-21564.73
1684089000000,-20347.34
1684089300000,-18988.18
1684089600000,-17918.55
1684089900000,-16544.94
1684090200000,-15719.36
1684090500000,-14171.92
1684090800000,-12871.87
1684091100000,-7801.81
1684091400000,-10361.70
1684091700000,-8935.25
1684092000000,-7939.33
1684092300000,-6753.37
1684092600000,-5478.99
1684092900000,-1617.21
1684093200000,-3367.02
1684093500000,-2293.21
1684093800000,-1426.21
1684094100000,266.04
1684094400000,1215.21
1684094700000,2423.46
1684095000000,2541.42
1684095300000,2927.35
1684095600000,3035.16
1684095900000,3242.62
1684096200000,3626.10
1684096500000,3927.87
1684096800000,4027.35
1684097100000,4183.46
1684097400000,4248.84
1684097700000,4286.16
1684098000000,4265.90
1684098300000,4136.77
1684098600000,4103.30
1684098900000,4140.60
1684099200000,4105.70
1684099500000,4173.15
1684099800000,4199.62
1684100100000,4207.30
1684100400000,4198.52
1684100700000,4207.97
1684101000000,4123.60
1684101300000,4145.93
1684101600000,4165.34
1684101900000,4099.99
1684102200000,4105.63
1684102500000,4111.30
1684102800000,4086.80
1684103100000,4120.72
1684103400000,4293.61
1684103700000,4307.78
1684104000000,4319.48
1684104300000,4370.96
1684104600000,4289.96
1684104900000,4162.75
1684105200000,4216.86
1684105500000,4191.97
1684105800000,4090.62
1684106100000,4131.77
1684106400000,4161.05
1684106700000,4247.88
1684107000000,4209.59
1684107300000,4221.79
1684107600000,4234.23
1684107900000,4101.55
1684108200000,4147.06
1684108500000,4011.12
1684108800000,4147.82
1684109100000,4124.28
