1684022400000,0,4290.39,4290.39,0,4315.19,4315.19
1684022700000,0,4315.19,4315.19,0,4325.28,4325.28
1684023000000,0,4325.28,4325.28,0,4347.45,4347.45
1684023300000,0,4347.45,4347.45,0,4262.33,4262.33
1684023600000,0,4262.33,4262.33,0.0,4519.370000000001,4519.370000000001
1684023900000,0,4390.85,4390.85,0.0,4257.43,4257.43
1684024200000,0,4324.14,4324.14,0.0,4260.499999999999,4260.499999999999
1684024500000,0,4292.32,4292.32,0.0,4088.9400000000005,4088.9400000000005
1684024800000,0,4190.63,4190.63,0.0,4164.009999999999,4164.009999999999
1684025100000,0,4177.32,4177.32,0.0,4499.98,4499.98
1684025400000,0,4338.65,4338.65,0.0,4189.43,4189.43
1684025700000,0,4264.04,4264.04,0.0,4141.86,4141.86
1684026000000,0,4202.95,4202.95,0.0,4164.55,4164.55
1684026300000,0,4183.75,4183.75,0.0,4138.77,4138.77
1684026600000,0,4161.26,4161.26,0.0,4326.84,4326.84
1684026900000,0,4244.05,4244.05,0.0,4217.21,4217.21
1684027200000,0,4230.63,4230.63,0.0,4258.69,4258.69
1684027500000,0,4244.66,4244.66,0.0,4207.32,4207.32
1684027800000,0,4225.99,4225.99,0.0,4208.030000000001,4208.030000000001
1684028100000,0,4217.01,4217.01,0.0,4015.289999999999,4015.289999999999
1684028400000,0,4116.15,4116.15,0.0,4281.07,4281.07
1684028700000,0,4198.61,4198.61,0.0,4276.349999999999,4276.349999999999
1684029000000,0,4237.48,4237.48,0.0,4113.48,4113.48
1684029300000,0,4175.48,4175.48,0.0,4308.220000000001,4308.220000000001
1684029600000,0,4241.85,4241.85,0.0,4085.5499999999993,4085.5499999999993
1684029900000,0,4163.7,4163.7,0.0,4170.86,4170.86
1684030200000,0,4167.28,4167.28,0.0,4077.12,4077.12
1684030500000,0,4122.2,4122.2,0.0,4153.3,4153.3
1684030800000,0,4137.75,4137.75,0.0,4194.450000000001,4194.450000000001
1684031100000,0,4166.1,4166.1,0.0,4076.0200000000004,4076.0200000000004
1684031400000,0,4121.06,4121.06,0.0,3989.1799999999994,3989.1799999999994
1684031700000,0,4055.12,4055.12,0.0,4132.900000000001,4132.900000000001
1684032000000,0,4094.01,4094.01,0.0,4190.709999999999,4190.709999999999
1684032300000,0,4142.36,4142.36,0.0,4329.46,4329.46
1684032600000,0,4235.91,4235.91,0.0,4179.51,4179.51
1684032900000,0,4207.71,4207.71,0.0,4263.429999999999,4263.429999999999
1684033200000,0,4235.57,4235.57,0.0,4386.23,4386.23
1684033500000,0,4310.9,4310.9,0.0,4235.140000000001,4235.140000000001
1684033800000,0,4273.02,4273.02,0.0,4310.68,4310.68
1684034100000,0,4291.85,4291.85,0.0,4272.949999999999,4272.949999999999
1684034400000,0,4282.4,4282.4,0.0,4150.720000000001,4150.720000000001
1684034700000,0,4216.56,4216.56,0.0,4011.4800000000005,4011.4800000000005
1684035000000,0,4114.02,4114.02,0.0,4121.42,4121.42
1684035300000,0,4117.72,4117.72,0.0,4147.22,4147.22
1684035600000,0,4132.47,4132.47,0.0,4272.53,4272.53
1684035900000,0,4202.5,4202.5,0.0,4143.860000000001,4143.860000000001
1684036200000,0,4173.18,4173.18,0.0,4142.9400000000005,4142.9400000000005
1684036500000,0,4158.06,4158.06,0.0,4329.739999999999,4329.739999999999
1684036800000,0,4243.9,4243.9,0.0,4058.800000000001,4058.800000000001
1684037100000,0,4151.35,4151.35,0.0,4283.6900000000005,4283.6900000000005
1684037400000,0,4217.52,4217.52,0.0,4192.9,4192.9
1684037700000,0,4205.21,4205.21,0.0,4270.13,4270.13
1684038000000,0,4237.67,4237.67,0.0,4053.17,4053.17
1684038300000,0,4145.42,4145.42,0.0,4122.4400000000005,4122.4400000000005
1684038600000,0,4133.93,4133.93,0.0,4114.369999999999,4114.369999999999
1684038900000,0,4124.15,4124.15,0.0,4066.3100000000004,4066.3100000000004
1684039200000,0,4095.23,4095.23,0.0,4291.73,4291.73
1684039500000,0,4193.48,4193.48,0.0,4187.32,4187.32
1684039800000,0,4190.4,4190.4,0.0,4532.9,4532.9
1684040100000,0,4361.65,4361.65,0.0,4260.210000000001,4260.210000000001
1684040400000,0,4310.93,4310.93,0.0,4028.8500000000004,4028.8500000000004
1684040700000,0,4169.89,4169.89,0.0,4075.5099999999993,4075.5099999999993
1684041000000,0,4122.7,4122.7,0.0,4346.000000000001,4346.000000000001
1684041300000,0,4234.35,4234.35,0.0,4104.57,4104.57
1684041600000,0,4169.46,4169.46,0.0,4149.499999999999,4149.499999999999
1684041900000,0,4159.48,4159.48,0.0,4037.7000000000007,4037.7000000000007
1684042200000,0,4098.59,4098.59,0.0,4197.8099999999995,4197.8099999999995
1684042500000,0,4148.2,4148.2,0.0,4308.56,4308.56
1684042800000,0,4228.38,4228.38,0.0,4374.900000000001,4374.900000000001
1684043100000,0,4301.64,4301.64,0.0,4416.22,4416.22
1684043400000,0,4358.93,4358.93,0.0,4440.1900000000005,4440.1900000000005
1684043700000,0,4399.56,4399.56,0,0,0
